RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,Password,Email,Role
8471,15582847,Yermakova,662,France,Male,26,0,0.0,2,0,1,4,0,5,1234,bba6_15582847@gmail.com,ROLE_USER
8472,15612478,Somadina,525,France,Male,51,10,0.0,3,1,0,9,1,6,1234,a348_15612478@gmail.com,ROLE_USER
8473,15709621,Wan,662,France,Male,31,3,0.0,2,0,1,2,0,5,1234,8861_15709621@gmail.com,ROLE_USER
8474,15802009,Mazzi,770,France,Female,33,6,0.0,2,1,1,7,0,5,1234,8c1d_15802009@gmail.com,ROLE_USER
8475,15698816,Tuan,721,Spain,Female,33,4,72535.45,1,1,1,6,0,5,1234,af87_15698816@gmail.com,ROLE_USER
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2,1,0,8,1,6,1234,9ab3_15574830@gmail.com,ROLE_USER
8477,15603082,Yashina,701,France,Male,51,9,0.0,2,0,0,4,0,6,1234,88c8_15603082@gmail.com,ROLE_USER
8478,15685947,Henderson,556,Germany,Male,42,0,115915.53,2,0,1,7,1,6,1234,99eb_15685947@gmail.com,ROLE_USER
8479,15643048,Mueller,639,France,Male,66,0,0.0,2,0,1,3,0,7,1234,8d97_15643048@gmail.com,ROLE_USER
8480,15807568,Wright,632,France,Male,50,2,0.0,2,0,0,3,0,6,1234,aeec_15807568@gmail.com,ROLE_USER
8481,15597591,Lung,456,France,Male,29,5,107000.49,1,1,1,8,0,5,1234,adbf_15597591@gmail.com,ROLE_USER
8482,15747558,Bryant,729,Spain,Female,38,10,0.0,2,1,0,10,0,6,1234,bb5c_15747558@gmail.com,ROLE_USER
8483,15756655,Madukaife,632,France,Female,34,2,0.0,2,0,0,9,0,5,1234,b493_15756655@gmail.com,ROLE_USER
8484,15589949,Maclean,433,Spain,Male,34,9,152806.74,1,1,0,1,0,5,1234,8f51_15589949@gmail.com,ROLE_USER
8485,15601012,Abdullah,802,France,Female,60,3,92887.06,1,1,0,2,1,6,1234,a0fc_15601012@gmail.com,ROLE_USER
8486,15724269,Yao,670,France,Male,25,7,0.0,2,1,1,8,0,5,1234,9fe5_15724269@gmail.com,ROLE_USER
8487,15567506,Cheatham,738,Germany,Female,40,6,114940.67,2,1,1,10,1,6,1234,befa_15567506@gmail.com,ROLE_USER
8488,15791877,Gallagher,706,Germany,Male,34,0,140641.26,2,1,1,4,0,5,1234,b4f4_15791877@gmail.com,ROLE_USER
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2,1,0,6,1,7,1234,aecb_15794360@gmail.com,ROLE_USER
8490,15686538,Nixon,522,France,Female,41,7,0.0,2,0,1,9,0,6,1234,93e0_15686538@gmail.com,ROLE_USER
8491,15585985,Wang,746,France,Male,48,5,165282.42,1,1,0,8,1,6,1234,8749_15585985@gmail.com,ROLE_USER
8492,15699257,Kerr,651,Spain,Male,42,2,143145.87,2,1,0,3,0,6,1234,bf4e_15699257@gmail.com,ROLE_USER
8493,15804104,Romani,494,France,Male,28,9,114731.76,2,0,1,4,0,5,1234,97ed_15804104@gmail.com,ROLE_USER
8494,15727619,Lock,753,Germany,Female,46,9,113909.69,3,1,0,5,1,6,1234,a3c9_15727619@gmail.com,ROLE_USER
8495,15740237,Millar,671,Germany,Male,36,2,116695.27,1,0,0,10,0,6,1234,a289_15740237@gmail.com,ROLE_USER
8496,15801436,K'ung,696,France,Male,42,4,0.0,1,0,0,7,1,6,1234,a60a_15801436@gmail.com,ROLE_USER
8497,15705735,Onyekachi,577,Spain,Male,43,3,0.0,2,1,1,7,0,6,1234,a3de_15705735@gmail.com,ROLE_USER
8498,15649359,Somayina,587,France,Male,36,1,0.0,2,0,1,1,0,6,1234,9393_15649359@gmail.com,ROLE_USER
8499,15624892,Dennis,712,Germany,Male,37,7,93978.96,2,1,0,3,0,6,1234,b7e6_15624892@gmail.com,ROLE_USER
8500,15784918,Brown,498,Germany,Male,35,2,121968.11,2,0,1,10,0,5,1234,92bd_15784918@gmail.com,ROLE_USER
8501,15584785,Ogochukwu,660,France,Male,37,2,97324.91,1,1,0,2,0,6,1234,89b2_15584785@gmail.com,ROLE_USER
8502,15797197,Macleod,678,Spain,Male,29,6,0.0,2,1,0,4,0,5,1234,8d5d_15797197@gmail.com,ROLE_USER
8503,15574858,Page,530,France,Male,37,8,0.0,2,1,1,1,0,6,1234,b4bf_15574858@gmail.com,ROLE_USER
8504,15794101,Barese,559,France,Female,48,2,0.0,2,0,1,7,0,6,1234,9265_15794101@gmail.com,ROLE_USER
8505,15743245,Agafonova,624,France,Male,42,3,145155.37,1,1,0,4,1,6,1234,8112_15743245@gmail.com,ROLE_USER
8506,15791535,Caraway,592,France,Male,28,5,137222.77,1,0,0,2,0,5,1234,a026_15791535@gmail.com,ROLE_USER
8507,15605215,Stevenson,767,France,Male,48,9,0.0,2,0,1,9,0,6,1234,af0e_15605215@gmail.com,ROLE_USER
8508,15771749,Duncan,653,Germany,Female,38,5,114268.22,2,1,1,5,0,6,1234,8467_15771749@gmail.com,ROLE_USER
8509,15616833,Wang,678,Spain,Male,27,2,0.0,2,1,1,1,0,5,1234,8699_15616833@gmail.com,ROLE_USER
8510,15750728,Kaur,586,Spain,Female,42,2,0.0,1,1,0,6,0,6,1234,a064_15750728@gmail.com,ROLE_USER
8511,15769353,Jenkins,550,France,Female,40,8,150490.32,1,0,0,9,1,6,1234,ac9c_15769353@gmail.com,ROLE_USER
8512,15770091,Edwards,643,Germany,Male,28,9,160858.13,2,1,0,2,0,5,1234,911a_15770091@gmail.com,ROLE_USER
8513,15716420,Kelly,612,Spain,Male,39,5,170288.38,1,1,1,3,0,6,1234,a6d1_15716420@gmail.com,ROLE_USER
8514,15740602,Boyle,674,Germany,Female,27,4,111568.01,1,0,1,2,0,5,1234,8186_15740602@gmail.com,ROLE_USER
8515,15796071,Loane,657,Spain,Male,29,7,83889.03,1,1,0,8,0,5,1234,8d79_15796071@gmail.com,ROLE_USER
8516,15811389,Padovano,724,Germany,Female,35,0,171982.95,2,0,1,9,0,5,1234,9c61_15811389@gmail.com,ROLE_USER
8517,15783875,Li Fonti,500,France,Female,34,4,0.0,2,1,0,1,0,5,1234,b308_15783875@gmail.com,ROLE_USER
8518,15671800,Robinson,688,France,Male,20,8,137624.4,2,1,1,10,0,4,1234,8da5_15671800@gmail.com,ROLE_USER
8519,15677288,Geach,599,France,Male,50,3,121159.65,1,0,0,1,1,6,1234,a3da_15677288@gmail.com,ROLE_USER
8520,15633525,Payne,631,France,Male,29,7,0.0,2,0,1,7,0,5,1234,94b9_15633525@gmail.com,ROLE_USER
8521,15634606,Chinonyelum,634,Spain,Male,52,1,0.0,2,1,1,9,0,6,1234,8003_15634606@gmail.com,ROLE_USER
8522,15579207,Watkins,545,France,Male,37,3,91184.01,1,1,0,6,0,6,1234,8b11_15579207@gmail.com,ROLE_USER
8523,15619892,Page,644,Spain,Male,18,8,0.0,2,1,0,3,0,3,1234,9ecb_15619892@gmail.com,ROLE_USER
8524,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,6,1,6,1234,9f1d_15567778@gmail.com,ROLE_USER
8525,15711750,Watson,711,France,Female,34,6,0.0,2,1,1,9,0,5,1234,a8ce_15711750@gmail.com,ROLE_USER
8526,15751084,Mancini,712,France,Female,29,8,140170.61,1,1,1,2,0,5,1234,acc1_15751084@gmail.com,ROLE_USER
8527,15768945,Chibueze,627,France,Male,27,1,62092.9,1,1,1,6,0,5,1234,98d6_15768945@gmail.com,ROLE_USER
8528,15586931,Hunter,694,Spain,Male,39,3,0.0,1,1,1,5,0,6,1234,9b15_15586931@gmail.com,ROLE_USER
8529,15636353,Buchi,534,Spain,Male,35,4,0.0,2,0,0,1,0,5,1234,b894_15636353@gmail.com,ROLE_USER
8530,15623858,Charteris,603,France,Male,45,9,0.0,1,0,0,8,0,6,1234,84b6_15623858@gmail.com,ROLE_USER
8531,15703354,Aksenov,808,France,Female,33,2,103516.87,1,1,0,6,0,5,1234,8a17_15703354@gmail.com,ROLE_USER
8532,15663987,Wright,723,Spain,Male,30,1,0.0,3,1,0,9,1,5,1234,a84d_15663987@gmail.com,ROLE_USER
8533,15780805,Lu,585,France,Female,35,2,0.0,2,1,0,5,1,5,1234,aeb5_15780805@gmail.com,ROLE_USER
8534,15768566,K?,706,France,Male,34,8,0.0,2,1,1,2,0,5,1234,8b47_15768566@gmail.com,ROLE_USER
8535,15643229,Hou,671,France,Female,31,6,0.0,2,1,1,1,0,5,1234,92ee_15643229@gmail.com,ROLE_USER
8536,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,1,1,6,1234,bcb8_15754940@gmail.com,ROLE_USER
8537,15676576,Stephenson,646,France,Female,43,8,143061.88,1,1,0,4,0,6,1234,8755_15676576@gmail.com,ROLE_USER
8538,15800068,Cooper,801,Spain,Female,46,6,0.0,2,1,1,9,0,6,1234,9d9c_15800068@gmail.com,ROLE_USER
8539,15648030,Crump,731,Spain,Female,33,5,137388.01,2,1,0,9,0,5,1234,be49_15648030@gmail.com,ROLE_USER
8540,15668594,Diggs,620,Germany,Female,25,1,137712.01,1,1,1,4,0,5,1234,a70a_15668594@gmail.com,ROLE_USER
8541,15728709,Shih,484,Germany,Male,40,7,106901.42,2,0,0,6,0,6,1234,ad14_15728709@gmail.com,ROLE_USER
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,8,0,6,1234,a3ab_15724181@gmail.com,ROLE_USER
8543,15647546,Carvosso,688,Germany,Female,40,8,150679.71,2,0,1,10,0,6,1234,a4aa_15647546@gmail.com,ROLE_USER
8544,15702601,Wyatt,680,Germany,Male,30,4,108300.27,2,0,1,3,1,5,1234,8b1d_15702601@gmail.com,ROLE_USER
8545,15567725,Kodilinyechukwu,689,France,Female,46,7,52016.08,2,1,1,4,0,6,1234,abee_15567725@gmail.com,ROLE_USER
8546,15674179,Vorobyova,513,Germany,Male,34,7,60515.13,1,0,0,7,0,5,1234,9a20_15674179@gmail.com,ROLE_USER
8547,15686957,Piccio,553,Germany,Male,35,2,158584.28,2,1,0,3,0,5,1234,9c4f_15686957@gmail.com,ROLE_USER
8548,15607690,Hsing,689,Germany,Male,47,2,118812.5,2,0,0,2,0,6,1234,9db2_15607690@gmail.com,ROLE_USER
8549,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,2,0,6,1234,9688_15806546@gmail.com,ROLE_USER
8550,15632850,T'ang,731,France,Male,37,8,0.0,2,1,1,9,0,6,1234,ba10_15632850@gmail.com,ROLE_USER
8551,15709016,North,687,Germany,Female,47,1,91219.29,1,0,0,8,1,6,1234,be32_15709016@gmail.com,ROLE_USER
8552,15638068,Thompson,507,Spain,Male,32,7,0.0,2,1,0,4,0,5,1234,9e93_15638068@gmail.com,ROLE_USER
8553,15749345,Simpson,468,France,Female,22,1,76318.64,1,1,1,10,0,4,1234,a1c6_15749345@gmail.com,ROLE_USER
8554,15791321,Nwora,682,Spain,Female,58,4,0.0,1,1,0,9,0,6,1234,8f41_15791321@gmail.com,ROLE_USER
8555,15699095,Chandler,603,France,Female,24,3,0.0,1,1,1,10,1,4,1234,92c0_15699095@gmail.com,ROLE_USER
8556,15638329,Uspensky,522,Germany,Male,25,1,111432.13,1,1,1,9,0,5,1234,9108_15638329@gmail.com,ROLE_USER
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1,0,0,1,0,6,1234,9e7c_15575445@gmail.com,ROLE_USER
8558,15752622,Kerr,729,France,Female,32,7,38550.06,1,0,1,9,0,5,1234,83c9_15752622@gmail.com,ROLE_USER
8559,15774507,Furneaux,574,France,Female,39,5,119013.86,1,1,0,6,0,6,1234,8b59_15774507@gmail.com,ROLE_USER
8560,15570857,Kambinachi,677,Germany,Female,39,0,111213.64,2,1,1,8,0,6,1234,b6b0_15570857@gmail.com,ROLE_USER
8561,15599386,Black,627,Germany,Male,28,5,71097.23,1,1,1,7,0,5,1234,bc60_15599386@gmail.com,ROLE_USER
8562,15744913,Chizoba,788,Spain,Male,36,10,109632.85,1,1,1,1,0,6,1234,a915_15744913@gmail.com,ROLE_USER
8563,15647292,Peng,697,France,Male,63,7,148368.02,1,0,0,6,1,7,1234,8d32_15647292@gmail.com,ROLE_USER
8564,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,8,1,6,1234,b315_15728838@gmail.com,ROLE_USER
8565,15584704,Chiazagomekpele,519,France,Male,48,10,71083.98,1,1,0,7,0,6,1234,999b_15584704@gmail.com,ROLE_USER
8566,15749068,Nickson,632,France,Female,40,9,139625.34,1,1,0,5,1,6,1234,94d0_15749068@gmail.com,ROLE_USER
8567,15622985,Lin,679,France,Female,39,4,0.0,1,0,0,9,1,6,1234,84df_15622985@gmail.com,ROLE_USER
8568,15587676,Alexeieva,699,France,Male,30,9,0.0,1,1,1,6,0,5,1234,8d5e_15587676@gmail.com,ROLE_USER
8569,15779496,Sykes,615,France,Male,64,0,81564.1,2,0,1,2,0,7,1234,a4aa_15779496@gmail.com,ROLE_USER
8570,15733460,Martin,622,Spain,Male,36,9,0.0,2,1,1,6,0,6,1234,a465_15733460@gmail.com,ROLE_USER
8571,15711457,Herz,755,France,Female,28,7,124540.28,1,0,1,10,0,5,1234,923e_15711457@gmail.com,ROLE_USER
8572,15795290,Nikitina,767,France,Female,42,2,133616.39,1,1,0,2,0,6,1234,b343_15795290@gmail.com,ROLE_USER
8573,15611223,Ko,752,Germany,Female,38,10,101648.5,2,1,0,9,0,6,1234,9b49_15611223@gmail.com,ROLE_USER
8574,15794159,Highett,633,France,Female,26,8,124281.84,1,1,1,3,0,5,1234,a2c1_15794159@gmail.com,ROLE_USER
8575,15780677,Jackson,717,France,Female,59,4,0.0,2,1,1,9,0,6,1234,9ddb_15780677@gmail.com,ROLE_USER
8576,15690175,Ball,585,Spain,Male,45,0,0.0,2,0,0,10,0,6,1234,81d0_15690175@gmail.com,ROLE_USER
8577,15722599,Nelson,751,France,Female,37,9,183613.66,2,0,0,3,0,6,1234,be58_15722599@gmail.com,ROLE_USER
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,7,1,7,1234,917b_15569976@gmail.com,ROLE_USER
8579,15707011,Morrison,495,France,Male,47,10,137682.68,1,1,0,4,0,6,1234,831f_15707011@gmail.com,ROLE_USER
8580,15702277,Smith,650,France,Male,34,4,106005.54,1,0,1,8,0,5,1234,8e18_15702277@gmail.com,ROLE_USER
8581,15801915,Rendall,529,France,Female,31,6,152310.55,1,1,0,1,0,5,1234,b2f8_15801915@gmail.com,ROLE_USER
8582,15580213,McIntyre,585,France,Female,43,2,0.0,2,1,0,5,0,6,1234,bfae_15580213@gmail.com,ROLE_USER
8583,15637947,Wei,668,Spain,Male,32,1,134446.04,1,0,1,6,0,5,1234,8ed6_15637947@gmail.com,ROLE_USER
8584,15715888,Allardyce,591,France,Female,38,2,142289.28,1,0,1,6,0,6,1234,bf91_15715888@gmail.com,ROLE_USER
8585,15732967,Cremonesi,731,France,Male,19,6,0.0,2,1,1,8,0,4,1234,9d56_15732967@gmail.com,ROLE_USER
8586,15737047,Weatherford,754,France,Female,45,6,0.0,1,1,0,4,1,6,1234,956d_15737047@gmail.com,ROLE_USER
8587,15694039,Jen,650,Germany,Female,46,9,149003.76,2,1,0,9,0,6,1234,9773_15694039@gmail.com,ROLE_USER
8588,15649457,Macleod,588,Germany,Male,41,2,131341.46,2,0,1,1,0,6,1234,bea0_15649457@gmail.com,ROLE_USER
8589,15742809,Mironova,712,Spain,Female,29,7,77919.78,1,1,0,7,0,5,1234,bcc5_15742809@gmail.com,ROLE_USER
8590,15637829,Sharpe,691,France,Female,34,7,0.0,2,0,1,9,0,5,1234,bc4f_15637829@gmail.com,ROLE_USER
8591,15633194,Osborne,771,France,Female,41,10,108309.0,4,1,1,7,1,6,1234,8705_15633194@gmail.com,ROLE_USER
8592,15611635,Chu,678,Spain,Female,39,6,0.0,1,0,1,10,0,6,1234,bedb_15611635@gmail.com,ROLE_USER
8593,15638774,Chong,719,Spain,Female,40,9,0.0,2,1,0,10,0,6,1234,bf07_15638774@gmail.com,ROLE_USER
8594,15722037,Alvarez,610,Germany,Male,36,7,115462.02,1,0,1,3,0,6,1234,8af8_15722037@gmail.com,ROLE_USER
8595,15672930,Palerma,722,Spain,Male,37,9,0.0,2,1,0,2,0,6,1234,8d7d_15672930@gmail.com,ROLE_USER
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,6,1,4,1234,aa73_15668774@gmail.com,ROLE_USER
8597,15780966,Pritchard,709,France,Female,32,2,0.0,2,0,0,6,0,5,1234,b588_15780966@gmail.com,ROLE_USER
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2,1,1,6,1,6,1234,aa2c_15659694@gmail.com,ROLE_USER
8599,15624424,Palerma,678,Spain,Female,49,1,0.0,2,1,1,6,0,6,1234,a709_15624424@gmail.com,ROLE_USER
8600,15708713,Hill,633,France,Male,35,3,0.0,2,1,1,2,0,5,1234,8338_15708713@gmail.com,ROLE_USER
8601,15755405,Hudson,710,France,Male,43,9,128284.45,1,1,0,2,1,6,1234,8e77_15755405@gmail.com,ROLE_USER
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,10,0,6,1234,8de9_15647570@gmail.com,ROLE_USER
8603,15684348,Zhdanova,656,France,Male,63,8,0.0,2,0,1,3,0,7,1234,8829_15684348@gmail.com,ROLE_USER
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,8,1,6,1234,a38a_15702541@gmail.com,ROLE_USER
8605,15646942,Meng,786,Spain,Female,39,7,0.0,2,0,0,6,0,6,1234,9bf5_15646942@gmail.com,ROLE_USER
8606,15748920,Cherkasova,561,France,Female,49,8,0.0,2,1,1,1,0,6,1234,bb48_15748920@gmail.com,ROLE_USER
8607,15694581,Rawlings,807,Spain,Male,42,5,0.0,2,1,1,4,0,6,1234,87b8_15694581@gmail.com,ROLE_USER
8608,15643215,Jen,602,Germany,Male,38,2,71667.97,2,0,0,7,0,6,1234,a7f7_15643215@gmail.com,ROLE_USER
8609,15649060,Chien,727,Germany,Female,31,3,82729.47,2,1,0,3,0,5,1234,916a_15649060@gmail.com,ROLE_USER
8610,15774258,Gorbunov,678,France,Male,40,1,0.0,2,1,1,10,0,6,1234,b345_15774258@gmail.com,ROLE_USER
8611,15731553,Lucas,730,France,Male,23,8,0.0,2,1,0,10,0,4,1234,bb6d_15731553@gmail.com,ROLE_USER
8612,15617029,Young,596,Spain,Female,30,1,0.0,2,1,0,1,0,5,1234,8eff_15617029@gmail.com,ROLE_USER
8613,15780716,Colombo,686,Germany,Male,39,3,129626.19,2,1,1,6,0,6,1234,bcbb_15780716@gmail.com,ROLE_USER
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,5,0,5,1234,a52c_15577018@gmail.com,ROLE_USER
8615,15809515,Lewis,797,Germany,Male,32,1,151922.94,1,1,0,1,0,5,1234,9764_15809515@gmail.com,ROLE_USER
8616,15789924,Hussain,658,France,Female,39,4,0.0,1,1,1,8,0,6,1234,8c5a_15789924@gmail.com,ROLE_USER
8617,15725076,Anderson,653,Spain,Female,27,6,107751.68,2,1,1,2,0,5,1234,ae0e_15725076@gmail.com,ROLE_USER
8618,15672481,Ulyanov,641,France,Male,37,6,0.0,2,1,0,3,0,6,1234,9472_15672481@gmail.com,ROLE_USER
8619,15574115,Shaw,656,Spain,Female,41,6,101179.23,2,1,1,2,0,6,1234,9f31_15574115@gmail.com,ROLE_USER
8620,15661830,Lucciano,750,Spain,Female,36,6,0.0,2,1,1,3,0,6,1234,9624_15661830@gmail.com,ROLE_USER
8621,15665879,Gordon,768,France,Female,40,8,0.0,2,0,1,4,0,6,1234,b36a_15665879@gmail.com,ROLE_USER
8622,15673820,Woodward,568,France,Male,33,7,0.0,2,1,0,8,0,5,1234,b015_15673820@gmail.com,ROLE_USER
8623,15747772,Cunningham,706,Germany,Male,36,9,58571.18,2,1,0,2,0,6,1234,a116_15747772@gmail.com,ROLE_USER
8624,15666197,Boni,430,Germany,Female,38,8,153058.64,1,1,0,5,0,6,1234,8e18_15666197@gmail.com,ROLE_USER
8625,15773639,Truscott,745,Germany,Male,35,4,98270.34,1,1,0,7,0,5,1234,8e31_15773639@gmail.com,ROLE_USER
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,6,1,6,1234,9dac_15581893@gmail.com,ROLE_USER
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1,0,1,6,1,6,1234,9d1a_15672447@gmail.com,ROLE_USER
8628,15777830,Hutchinson,639,France,Female,42,4,0.0,2,0,0,9,0,6,1234,a805_15777830@gmail.com,ROLE_USER
8629,15713890,Maclean,704,France,Male,44,3,0.0,2,0,1,8,0,6,1234,be0f_15713890@gmail.com,ROLE_USER
8630,15577598,Chiang,651,Spain,Male,23,4,115636.05,2,1,0,4,0,4,1234,a419_15577598@gmail.com,ROLE_USER
8631,15786042,Willmore,706,Germany,Female,44,2,185932.18,2,1,0,4,0,6,1234,a752_15786042@gmail.com,ROLE_USER
8632,15753462,Godson,632,Germany,Male,30,2,72549.0,2,0,1,10,0,5,1234,9cc5_15753462@gmail.com,ROLE_USER
8633,15759690,Smith,751,France,Male,42,4,0.0,2,1,1,5,0,6,1234,9d19_15759690@gmail.com,ROLE_USER
8634,15801414,Bitter,767,France,Female,35,2,0.0,2,0,0,8,0,5,1234,a14e_15801414@gmail.com,ROLE_USER
8635,15656141,Ts'ao,741,France,Male,39,5,0.0,1,0,1,2,0,6,1234,8718_15656141@gmail.com,ROLE_USER
8636,15608701,Chialuka,651,Germany,Male,29,3,121890.06,1,1,0,3,1,5,1234,b99f_15608701@gmail.com,ROLE_USER
8637,15582892,Scott,601,France,Male,46,2,99786.07,1,1,1,2,1,6,1234,ab87_15582892@gmail.com,ROLE_USER
8638,15632967,Feng,520,France,Male,34,3,0.0,2,1,1,6,0,5,1234,bc71_15632967@gmail.com,ROLE_USER
8639,15587573,Castiglione,626,Germany,Male,27,4,115084.53,2,0,1,2,0,5,1234,aa39_15587573@gmail.com,ROLE_USER
8640,15654891,He,811,France,Male,30,6,0.0,2,1,1,10,0,5,1234,9754_15654891@gmail.com,ROLE_USER
8641,15611365,Fanucci,730,France,Female,32,9,127661.69,1,0,0,4,0,5,1234,8687_15611365@gmail.com,ROLE_USER
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,3,1,6,1234,97fa_15749103@gmail.com,ROLE_USER
8643,15810203,Manning,499,Germany,Female,44,6,77627.33,2,1,0,6,0,6,1234,a73e_15810203@gmail.com,ROLE_USER
8644,15813660,Forlonge,754,Spain,Male,40,2,160625.17,1,0,1,1,0,6,1234,adb2_15813660@gmail.com,ROLE_USER
8645,15605673,Liang,716,Spain,Female,29,8,0.0,2,0,0,4,0,5,1234,b7d8_15605673@gmail.com,ROLE_USER
8646,15669282,Uchechukwu,636,France,Female,20,10,124266.86,1,0,0,6,0,4,1234,9c78_15669282@gmail.com,ROLE_USER
8647,15792726,Sung,470,France,Female,25,8,127974.06,2,1,1,10,0,5,1234,9d2a_15792726@gmail.com,ROLE_USER
8648,15593241,Tochukwu,444,France,Male,43,3,0.0,2,1,1,8,0,6,1234,9413_15593241@gmail.com,ROLE_USER
8649,15683053,Reyna,809,Spain,Female,48,2,0.0,1,1,0,9,1,6,1234,a475_15683053@gmail.com,ROLE_USER
8650,15632736,Liang,850,Germany,Female,30,3,104911.35,2,1,1,3,0,5,1234,b273_15632736@gmail.com,ROLE_USER
8651,15731865,Unwin,637,France,Male,27,1,0.0,2,1,0,5,0,5,1234,827f_15731865@gmail.com,ROLE_USER
8652,15760450,Rutherford,512,France,Male,43,1,0.0,2,1,1,3,0,6,1234,b18b_15760450@gmail.com,ROLE_USER
8653,15787204,Howe,774,Spain,Female,43,1,110646.54,1,0,0,6,0,6,1234,86a6_15787204@gmail.com,ROLE_USER
8654,15650454,Tran,641,France,Male,57,5,0.0,2,1,1,7,0,6,1234,97d8_15650454@gmail.com,ROLE_USER
8655,15573730,Thompson,586,Germany,Male,42,6,126704.49,2,1,0,3,0,6,1234,a08c_15573730@gmail.com,ROLE_USER
8656,15705050,Linger,611,France,Male,30,9,0.0,2,1,1,8,0,5,1234,9c12_15705050@gmail.com,ROLE_USER
8657,15791342,Johnston,660,Spain,Male,31,1,84560.04,1,1,1,7,0,5,1234,b10f_15791342@gmail.com,ROLE_USER
8658,15684316,Udokamma,532,France,Male,43,9,0.0,2,0,0,10,1,6,1234,a846_15684316@gmail.com,ROLE_USER
8659,15700540,Barrera,557,Germany,Female,38,2,129893.56,1,0,0,6,0,6,1234,bfe4_15700540@gmail.com,ROLE_USER
8660,15770631,Sutherland,730,Spain,Male,25,5,167385.81,1,1,1,3,0,5,1234,b6a0_15770631@gmail.com,ROLE_USER
8661,15790594,Bednall,535,France,Female,27,6,0.0,2,0,1,3,0,5,1234,a63b_15790594@gmail.com,ROLE_USER
8662,15604020,Otoole,773,Germany,Female,36,4,105858.71,1,0,1,1,0,6,1234,9065_15604020@gmail.com,ROLE_USER
8663,15637599,Cremonesi,510,Germany,Female,44,4,123070.89,1,1,0,2,1,6,1234,be6b_15637599@gmail.com,ROLE_USER
8664,15736578,Hamilton,539,France,Male,39,1,0.0,1,1,1,2,0,6,1234,9d48_15736578@gmail.com,ROLE_USER
8665,15666332,Donaldson,690,Spain,Female,48,2,0.0,2,1,1,1,0,6,1234,8a10_15666332@gmail.com,ROLE_USER
8666,15727291,McKay,821,France,Female,40,1,0.0,2,1,0,10,0,6,1234,816b_15727291@gmail.com,ROLE_USER
8667,15785920,Black,687,Germany,Male,35,1,125141.24,2,1,1,8,0,5,1234,8fdc_15785920@gmail.com,ROLE_USER
8668,15658987,Kane,557,France,Female,46,4,96173.17,2,1,1,6,0,6,1234,bca9_15658987@gmail.com,ROLE_USER
8669,15687719,She,532,Spain,Female,37,5,0.0,2,0,1,1,0,6,1234,bca3_15687719@gmail.com,ROLE_USER
8670,15799641,Bruno,540,Spain,Male,39,2,0.0,2,1,0,5,0,6,1234,9fa0_15799641@gmail.com,ROLE_USER
8671,15758702,Watson,705,France,Female,55,8,0.0,2,1,1,1,0,6,1234,a4b6_15758702@gmail.com,ROLE_USER
8672,15689526,Shih,542,Germany,Female,35,9,127543.11,2,1,0,1,1,5,1234,9731_15689526@gmail.com,ROLE_USER
8673,15586848,Rose,706,France,Male,38,1,0.0,2,1,0,7,0,6,1234,b6f6_15586848@gmail.com,ROLE_USER
8674,15707637,Zikoranachukwudimma,765,France,Female,56,1,0.0,1,1,0,1,1,6,1234,9a22_15707637@gmail.com,ROLE_USER
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,8,1,7,1234,8cce_15719426@gmail.com,ROLE_USER
8676,15639265,Isaacs,714,France,Male,54,7,126113.28,1,1,0,6,0,6,1234,a0e5_15639265@gmail.com,ROLE_USER
8677,15576124,Muravyova,582,France,Male,41,1,40488.76,1,1,0,7,0,6,1234,b62d_15576124@gmail.com,ROLE_USER
8678,15757829,Timperley,609,Germany,Female,40,10,137389.77,2,1,0,9,0,6,1234,88ab_15757829@gmail.com,ROLE_USER
8679,15633227,Kenechukwu,518,France,Female,28,9,85146.36,1,0,0,1,0,5,1234,8fb7_15633227@gmail.com,ROLE_USER
8680,15753092,He,791,Germany,Male,35,5,129828.58,1,1,1,10,1,5,1234,9d3b_15753092@gmail.com,ROLE_USER
8681,15782939,Storey,747,France,Male,42,4,80214.36,1,1,0,6,1,6,1234,ba73_15782939@gmail.com,ROLE_USER
